date,date_year,date_month,date_day,date_dw,date_holiday,date_holiday_note
2021-12-31T00:00:00Z,2021,12,31,Fri,0,NA
2022-01-01T00:00:00Z,2022,1,1,Sat,1,元日
2022-01-02T00:00:00Z,2022,1,2,Sun,1,NA
2022-01-03T00:00:00Z,2022,1,3,Mon,0,NA
2022-01-04T00:00:00Z,2022,1,4,Tue,0,NA
2022-01-05T00:00:00Z,2022,1,5,Wed,0,NA
2022-01-06T00:00:00Z,2022,1,6,Thu,0,NA
2022-01-07T00:00:00Z,2022,1,7,Fri,0,NA
2022-01-08T00:00:00Z,2022,1,8,Sat,1,NA
2022-01-09T00:00:00Z,2022,1,9,Sun,1,NA
2022-01-10T00:00:00Z,2022,1,10,Mon,1,成人の日
2022-01-11T00:00:00Z,2022,1,11,Tue,0,NA
2022-01-12T00:00:00Z,2022,1,12,Wed,0,NA
2022-01-13T00:00:00Z,2022,1,13,Thu,0,NA
2022-01-14T00:00:00Z,2022,1,14,Fri,0,NA
2022-01-15T00:00:00Z,2022,1,15,Sat,1,NA
2022-01-16T00:00:00Z,2022,1,16,Sun,1,NA
2022-01-17T00:00:00Z,2022,1,17,Mon,0,NA
2022-01-18T00:00:00Z,2022,1,18,Tue,0,NA
2022-01-19T00:00:00Z,2022,1,19,Wed,0,NA
2022-01-20T00:00:00Z,2022,1,20,Thu,0,NA
2022-01-21T00:00:00Z,2022,1,21,Fri,0,NA
2022-01-22T00:00:00Z,2022,1,22,Sat,1,NA
2022-01-23T00:00:00Z,2022,1,23,Sun,1,NA
2022-01-24T00:00:00Z,2022,1,24,Mon,0,NA
2022-01-25T00:00:00Z,2022,1,25,Tue,0,NA
2022-01-26T00:00:00Z,2022,1,26,Wed,0,NA
2022-01-27T00:00:00Z,2022,1,27,Thu,0,NA
2022-01-28T00:00:00Z,2022,1,28,Fri,0,NA
2022-01-29T00:00:00Z,2022,1,29,Sat,1,NA
2022-01-30T00:00:00Z,2022,1,30,Sun,1,NA
2022-01-31T00:00:00Z,2022,1,31,Mon,0,NA
2022-02-01T00:00:00Z,2022,2,1,Tue,0,NA
2022-02-02T00:00:00Z,2022,2,2,Wed,0,NA
2022-02-03T00:00:00Z,2022,2,3,Thu,0,NA
2022-02-04T00:00:00Z,2022,2,4,Fri,0,NA
2022-02-05T00:00:00Z,2022,2,5,Sat,1,NA
2022-02-06T00:00:00Z,2022,2,6,Sun,1,NA
2022-02-07T00:00:00Z,2022,2,7,Mon,0,NA
2022-02-08T00:00:00Z,2022,2,8,Tue,0,NA
2022-02-09T00:00:00Z,2022,2,9,Wed,0,NA
2022-02-10T00:00:00Z,2022,2,10,Thu,0,NA
2022-02-11T00:00:00Z,2022,2,11,Fri,1,建国記念の日
2022-02-12T00:00:00Z,2022,2,12,Sat,1,NA
2022-02-13T00:00:00Z,2022,2,13,Sun,1,NA
2022-02-14T00:00:00Z,2022,2,14,Mon,0,NA
2022-02-15T00:00:00Z,2022,2,15,Tue,0,NA
2022-02-16T00:00:00Z,2022,2,16,Wed,0,NA
2022-02-17T00:00:00Z,2022,2,17,Thu,0,NA
2022-02-18T00:00:00Z,2022,2,18,Fri,0,NA
2022-02-19T00:00:00Z,2022,2,19,Sat,1,NA
2022-02-20T00:00:00Z,2022,2,20,Sun,1,NA
2022-02-21T00:00:00Z,2022,2,21,Mon,0,NA
2022-02-22T00:00:00Z,2022,2,22,Tue,0,NA
2022-02-23T00:00:00Z,2022,2,23,Wed,1,天皇誕生日
2022-02-24T00:00:00Z,2022,2,24,Thu,0,NA
2022-02-25T00:00:00Z,2022,2,25,Fri,0,NA
2022-02-26T00:00:00Z,2022,2,26,Sat,1,NA
2022-02-27T00:00:00Z,2022,2,27,Sun,1,NA
2022-02-28T00:00:00Z,2022,2,28,Mon,0,NA
2022-03-01T00:00:00Z,2022,3,1,Tue,0,NA
2022-03-02T00:00:00Z,2022,3,2,Wed,0,NA
2022-03-03T00:00:00Z,2022,3,3,Thu,0,NA
2022-03-04T00:00:00Z,2022,3,4,Fri,0,NA
2022-03-05T00:00:00Z,2022,3,5,Sat,1,NA
2022-03-06T00:00:00Z,2022,3,6,Sun,1,NA
2022-03-07T00:00:00Z,2022,3,7,Mon,0,NA
2022-03-08T00:00:00Z,2022,3,8,Tue,0,NA
2022-03-09T00:00:00Z,2022,3,9,Wed,0,NA
2022-03-10T00:00:00Z,2022,3,10,Thu,0,NA
2022-03-11T00:00:00Z,2022,3,11,Fri,0,NA
2022-03-12T00:00:00Z,2022,3,12,Sat,1,NA
2022-03-13T00:00:00Z,2022,3,13,Sun,1,NA
2022-03-14T00:00:00Z,2022,3,14,Mon,0,NA
2022-03-15T00:00:00Z,2022,3,15,Tue,0,NA
2022-03-16T00:00:00Z,2022,3,16,Wed,0,NA
2022-03-17T00:00:00Z,2022,3,17,Thu,0,NA
2022-03-18T00:00:00Z,2022,3,18,Fri,0,NA
2022-03-19T00:00:00Z,2022,3,19,Sat,1,NA
2022-03-20T00:00:00Z,2022,3,20,Sun,1,NA
2022-03-21T00:00:00Z,2022,3,21,Mon,1,春分の日
2022-03-22T00:00:00Z,2022,3,22,Tue,0,NA
2022-03-23T00:00:00Z,2022,3,23,Wed,0,NA
2022-03-24T00:00:00Z,2022,3,24,Thu,0,NA
2022-03-25T00:00:00Z,2022,3,25,Fri,0,NA
2022-03-26T00:00:00Z,2022,3,26,Sat,1,NA
2022-03-27T00:00:00Z,2022,3,27,Sun,1,NA
2022-03-28T00:00:00Z,2022,3,28,Mon,0,NA
2022-03-29T00:00:00Z,2022,3,29,Tue,0,NA
2022-03-30T00:00:00Z,2022,3,30,Wed,0,NA
2022-03-31T00:00:00Z,2022,3,31,Thu,0,NA
2022-04-01T00:00:00Z,2022,4,1,Fri,0,NA
2022-04-02T00:00:00Z,2022,4,2,Sat,1,NA
2022-04-03T00:00:00Z,2022,4,3,Sun,1,NA
2022-04-04T00:00:00Z,2022,4,4,Mon,0,NA
2022-04-05T00:00:00Z,2022,4,5,Tue,0,NA
2022-04-06T00:00:00Z,2022,4,6,Wed,0,NA
2022-04-07T00:00:00Z,2022,4,7,Thu,0,NA
2022-04-08T00:00:00Z,2022,4,8,Fri,0,NA
2022-04-09T00:00:00Z,2022,4,9,Sat,1,NA
2022-04-10T00:00:00Z,2022,4,10,Sun,1,NA
2022-04-11T00:00:00Z,2022,4,11,Mon,0,NA
2022-04-12T00:00:00Z,2022,4,12,Tue,0,NA
2022-04-13T00:00:00Z,2022,4,13,Wed,0,NA
2022-04-14T00:00:00Z,2022,4,14,Thu,0,NA
2022-04-15T00:00:00Z,2022,4,15,Fri,0,NA
2022-04-16T00:00:00Z,2022,4,16,Sat,1,NA
2022-04-17T00:00:00Z,2022,4,17,Sun,1,NA
2022-04-18T00:00:00Z,2022,4,18,Mon,0,NA
2022-04-19T00:00:00Z,2022,4,19,Tue,0,NA
2022-04-20T00:00:00Z,2022,4,20,Wed,0,NA
2022-04-21T00:00:00Z,2022,4,21,Thu,0,NA
2022-04-22T00:00:00Z,2022,4,22,Fri,0,NA
2022-04-23T00:00:00Z,2022,4,23,Sat,1,NA
2022-04-24T00:00:00Z,2022,4,24,Sun,1,NA
2022-04-25T00:00:00Z,2022,4,25,Mon,0,NA
2022-04-26T00:00:00Z,2022,4,26,Tue,0,NA
2022-04-27T00:00:00Z,2022,4,27,Wed,0,NA
2022-04-28T00:00:00Z,2022,4,28,Thu,0,NA
2022-04-29T00:00:00Z,2022,4,29,Fri,1,昭和の日
2022-04-30T00:00:00Z,2022,4,30,Sat,1,NA
2022-05-01T00:00:00Z,2022,5,1,Sun,1,NA
2022-05-02T00:00:00Z,2022,5,2,Mon,0,NA
2022-05-03T00:00:00Z,2022,5,3,Tue,1,憲法記念日
2022-05-04T00:00:00Z,2022,5,4,Wed,1,みどりの日
2022-05-05T00:00:00Z,2022,5,5,Thu,1,こどもの日
2022-05-06T00:00:00Z,2022,5,6,Fri,0,NA
2022-05-07T00:00:00Z,2022,5,7,Sat,1,NA
2022-05-08T00:00:00Z,2022,5,8,Sun,1,NA
2022-05-09T00:00:00Z,2022,5,9,Mon,0,NA
2022-05-10T00:00:00Z,2022,5,10,Tue,0,NA
2022-05-11T00:00:00Z,2022,5,11,Wed,0,NA
2022-05-12T00:00:00Z,2022,5,12,Thu,0,NA
2022-05-13T00:00:00Z,2022,5,13,Fri,0,NA
2022-05-14T00:00:00Z,2022,5,14,Sat,1,NA
2022-05-15T00:00:00Z,2022,5,15,Sun,1,NA
2022-05-16T00:00:00Z,2022,5,16,Mon,0,NA
2022-05-17T00:00:00Z,2022,5,17,Tue,0,NA
2022-05-18T00:00:00Z,2022,5,18,Wed,0,NA
2022-05-19T00:00:00Z,2022,5,19,Thu,0,NA
2022-05-20T00:00:00Z,2022,5,20,Fri,0,NA
2022-05-21T00:00:00Z,2022,5,21,Sat,1,NA
2022-05-22T00:00:00Z,2022,5,22,Sun,1,NA
2022-05-23T00:00:00Z,2022,5,23,Mon,0,NA
2022-05-24T00:00:00Z,2022,5,24,Tue,0,NA
2022-05-25T00:00:00Z,2022,5,25,Wed,0,NA
2022-05-26T00:00:00Z,2022,5,26,Thu,0,NA
2022-05-27T00:00:00Z,2022,5,27,Fri,0,NA
2022-05-28T00:00:00Z,2022,5,28,Sat,1,NA
2022-05-29T00:00:00Z,2022,5,29,Sun,1,NA
2022-05-30T00:00:00Z,2022,5,30,Mon,0,NA
2022-05-31T00:00:00Z,2022,5,31,Tue,0,NA
2022-06-01T00:00:00Z,2022,6,1,Wed,0,NA
2022-06-02T00:00:00Z,2022,6,2,Thu,0,NA
2022-06-03T00:00:00Z,2022,6,3,Fri,0,NA
2022-06-04T00:00:00Z,2022,6,4,Sat,1,NA
2022-06-05T00:00:00Z,2022,6,5,Sun,1,NA
2022-06-06T00:00:00Z,2022,6,6,Mon,0,NA
2022-06-07T00:00:00Z,2022,6,7,Tue,0,NA
2022-06-08T00:00:00Z,2022,6,8,Wed,0,NA
2022-06-09T00:00:00Z,2022,6,9,Thu,0,NA
2022-06-10T00:00:00Z,2022,6,10,Fri,0,NA
2022-06-11T00:00:00Z,2022,6,11,Sat,1,NA
2022-06-12T00:00:00Z,2022,6,12,Sun,1,NA
2022-06-13T00:00:00Z,2022,6,13,Mon,0,NA
2022-06-14T00:00:00Z,2022,6,14,Tue,0,NA
2022-06-15T00:00:00Z,2022,6,15,Wed,0,NA
2022-06-16T00:00:00Z,2022,6,16,Thu,0,NA
2022-06-17T00:00:00Z,2022,6,17,Fri,0,NA
2022-06-18T00:00:00Z,2022,6,18,Sat,1,NA
2022-06-19T00:00:00Z,2022,6,19,Sun,1,NA
2022-06-20T00:00:00Z,2022,6,20,Mon,0,NA
2022-06-21T00:00:00Z,2022,6,21,Tue,0,NA
2022-06-22T00:00:00Z,2022,6,22,Wed,0,NA
2022-06-23T00:00:00Z,2022,6,23,Thu,0,NA
2022-06-24T00:00:00Z,2022,6,24,Fri,0,NA
2022-06-25T00:00:00Z,2022,6,25,Sat,1,NA
2022-06-26T00:00:00Z,2022,6,26,Sun,1,NA
2022-06-27T00:00:00Z,2022,6,27,Mon,0,NA
2022-06-28T00:00:00Z,2022,6,28,Tue,0,NA
2022-06-29T00:00:00Z,2022,6,29,Wed,0,NA
2022-06-30T00:00:00Z,2022,6,30,Thu,0,NA
2022-07-01T00:00:00Z,2022,7,1,Fri,0,NA
2022-07-02T00:00:00Z,2022,7,2,Sat,1,NA
2022-07-03T00:00:00Z,2022,7,3,Sun,1,NA
2022-07-04T00:00:00Z,2022,7,4,Mon,0,NA
2022-07-05T00:00:00Z,2022,7,5,Tue,0,NA
2022-07-06T00:00:00Z,2022,7,6,Wed,0,NA
2022-07-07T00:00:00Z,2022,7,7,Thu,0,NA
2022-07-08T00:00:00Z,2022,7,8,Fri,0,NA
2022-07-09T00:00:00Z,2022,7,9,Sat,1,NA
2022-07-10T00:00:00Z,2022,7,10,Sun,1,NA
2022-07-11T00:00:00Z,2022,7,11,Mon,0,NA
2022-07-12T00:00:00Z,2022,7,12,Tue,0,NA
2022-07-13T00:00:00Z,2022,7,13,Wed,0,NA
2022-07-14T00:00:00Z,2022,7,14,Thu,0,NA
2022-07-15T00:00:00Z,2022,7,15,Fri,0,NA
2022-07-16T00:00:00Z,2022,7,16,Sat,1,NA
2022-07-17T00:00:00Z,2022,7,17,Sun,1,NA
2022-07-18T00:00:00Z,2022,7,18,Mon,1,海の日
2022-07-19T00:00:00Z,2022,7,19,Tue,0,NA
2022-07-20T00:00:00Z,2022,7,20,Wed,0,NA
2022-07-21T00:00:00Z,2022,7,21,Thu,0,NA
2022-07-22T00:00:00Z,2022,7,22,Fri,0,NA
2022-07-23T00:00:00Z,2022,7,23,Sat,1,NA
2022-07-24T00:00:00Z,2022,7,24,Sun,1,NA
2022-07-25T00:00:00Z,2022,7,25,Mon,0,NA
2022-07-26T00:00:00Z,2022,7,26,Tue,0,NA
2022-07-27T00:00:00Z,2022,7,27,Wed,0,NA
2022-07-28T00:00:00Z,2022,7,28,Thu,0,NA
2022-07-29T00:00:00Z,2022,7,29,Fri,0,NA
2022-07-30T00:00:00Z,2022,7,30,Sat,1,NA
2022-07-31T00:00:00Z,2022,7,31,Sun,1,NA
2022-08-01T00:00:00Z,2022,8,1,Mon,0,NA
2022-08-02T00:00:00Z,2022,8,2,Tue,0,NA
2022-08-03T00:00:00Z,2022,8,3,Wed,0,NA
2022-08-04T00:00:00Z,2022,8,4,Thu,0,NA
2022-08-05T00:00:00Z,2022,8,5,Fri,0,NA
2022-08-06T00:00:00Z,2022,8,6,Sat,1,NA
2022-08-07T00:00:00Z,2022,8,7,Sun,1,NA
2022-08-08T00:00:00Z,2022,8,8,Mon,0,NA
2022-08-09T00:00:00Z,2022,8,9,Tue,0,NA
2022-08-10T00:00:00Z,2022,8,10,Wed,0,NA
2022-08-11T00:00:00Z,2022,8,11,Thu,1,山の日
2022-08-12T00:00:00Z,2022,8,12,Fri,0,NA
2022-08-13T00:00:00Z,2022,8,13,Sat,1,NA
2022-08-14T00:00:00Z,2022,8,14,Sun,1,NA
2022-08-15T00:00:00Z,2022,8,15,Mon,0,NA
2022-08-16T00:00:00Z,2022,8,16,Tue,0,NA
2022-08-17T00:00:00Z,2022,8,17,Wed,0,NA
2022-08-18T00:00:00Z,2022,8,18,Thu,0,NA
2022-08-19T00:00:00Z,2022,8,19,Fri,0,NA
2022-08-20T00:00:00Z,2022,8,20,Sat,1,NA
2022-08-21T00:00:00Z,2022,8,21,Sun,1,NA
2022-08-22T00:00:00Z,2022,8,22,Mon,0,NA
2022-08-23T00:00:00Z,2022,8,23,Tue,0,NA
2022-08-24T00:00:00Z,2022,8,24,Wed,0,NA
2022-08-25T00:00:00Z,2022,8,25,Thu,0,NA
2022-08-26T00:00:00Z,2022,8,26,Fri,0,NA
2022-08-27T00:00:00Z,2022,8,27,Sat,1,NA
2022-08-28T00:00:00Z,2022,8,28,Sun,1,NA
2022-08-29T00:00:00Z,2022,8,29,Mon,0,NA
2022-08-30T00:00:00Z,2022,8,30,Tue,0,NA
2022-08-31T00:00:00Z,2022,8,31,Wed,0,NA
2022-09-01T00:00:00Z,2022,9,1,Thu,0,NA
2022-09-02T00:00:00Z,2022,9,2,Fri,0,NA
2022-09-03T00:00:00Z,2022,9,3,Sat,1,NA
2022-09-04T00:00:00Z,2022,9,4,Sun,1,NA
2022-09-05T00:00:00Z,2022,9,5,Mon,0,NA
2022-09-06T00:00:00Z,2022,9,6,Tue,0,NA
2022-09-07T00:00:00Z,2022,9,7,Wed,0,NA
2022-09-08T00:00:00Z,2022,9,8,Thu,0,NA
2022-09-09T00:00:00Z,2022,9,9,Fri,0,NA
2022-09-10T00:00:00Z,2022,9,10,Sat,1,NA
2022-09-11T00:00:00Z,2022,9,11,Sun,1,NA
2022-09-12T00:00:00Z,2022,9,12,Mon,0,NA
2022-09-13T00:00:00Z,2022,9,13,Tue,0,NA
2022-09-14T00:00:00Z,2022,9,14,Wed,0,NA
2022-09-15T00:00:00Z,2022,9,15,Thu,0,NA
2022-09-16T00:00:00Z,2022,9,16,Fri,0,NA
2022-09-17T00:00:00Z,2022,9,17,Sat,1,NA
2022-09-18T00:00:00Z,2022,9,18,Sun,1,NA
2022-09-19T00:00:00Z,2022,9,19,Mon,1,敬老の日
2022-09-20T00:00:00Z,2022,9,20,Tue,0,NA
2022-09-21T00:00:00Z,2022,9,21,Wed,0,NA
2022-09-22T00:00:00Z,2022,9,22,Thu,0,NA
2022-09-23T00:00:00Z,2022,9,23,Fri,1,秋分の日
2022-09-24T00:00:00Z,2022,9,24,Sat,1,NA
2022-09-25T00:00:00Z,2022,9,25,Sun,1,NA
2022-09-26T00:00:00Z,2022,9,26,Mon,0,NA
2022-09-27T00:00:00Z,2022,9,27,Tue,0,NA
2022-09-28T00:00:00Z,2022,9,28,Wed,0,NA
2022-09-29T00:00:00Z,2022,9,29,Thu,0,NA
2022-09-30T00:00:00Z,2022,9,30,Fri,0,NA
2022-10-01T00:00:00Z,2022,10,1,Sat,1,NA
2022-10-02T00:00:00Z,2022,10,2,Sun,1,NA
2022-10-03T00:00:00Z,2022,10,3,Mon,0,NA
2022-10-04T00:00:00Z,2022,10,4,Tue,0,NA
2022-10-05T00:00:00Z,2022,10,5,Wed,0,NA
2022-10-06T00:00:00Z,2022,10,6,Thu,0,NA
2022-10-07T00:00:00Z,2022,10,7,Fri,0,NA
2022-10-08T00:00:00Z,2022,10,8,Sat,1,NA
2022-10-09T00:00:00Z,2022,10,9,Sun,1,NA
2022-10-10T00:00:00Z,2022,10,10,Mon,1,スポーツの日
2022-10-11T00:00:00Z,2022,10,11,Tue,0,NA
2022-10-12T00:00:00Z,2022,10,12,Wed,0,NA
2022-10-13T00:00:00Z,2022,10,13,Thu,0,NA
2022-10-14T00:00:00Z,2022,10,14,Fri,0,NA
2022-10-15T00:00:00Z,2022,10,15,Sat,1,NA
2022-10-16T00:00:00Z,2022,10,16,Sun,1,NA
2022-10-17T00:00:00Z,2022,10,17,Mon,0,NA
2022-10-18T00:00:00Z,2022,10,18,Tue,0,NA
2022-10-19T00:00:00Z,2022,10,19,Wed,0,NA
2022-10-20T00:00:00Z,2022,10,20,Thu,0,NA
2022-10-21T00:00:00Z,2022,10,21,Fri,0,NA
2022-10-22T00:00:00Z,2022,10,22,Sat,1,NA
2022-10-23T00:00:00Z,2022,10,23,Sun,1,NA
2022-10-24T00:00:00Z,2022,10,24,Mon,0,NA
2022-10-25T00:00:00Z,2022,10,25,Tue,0,NA
2022-10-26T00:00:00Z,2022,10,26,Wed,0,NA
2022-10-27T00:00:00Z,2022,10,27,Thu,0,NA
2022-10-28T00:00:00Z,2022,10,28,Fri,0,NA
2022-10-29T00:00:00Z,2022,10,29,Sat,1,NA
2022-10-30T00:00:00Z,2022,10,30,Sun,1,NA
2022-10-31T00:00:00Z,2022,10,31,Mon,0,NA
2022-11-01T00:00:00Z,2022,11,1,Tue,0,NA
2022-11-02T00:00:00Z,2022,11,2,Wed,0,NA
2022-11-03T00:00:00Z,2022,11,3,Thu,1,文化の日
2022-11-04T00:00:00Z,2022,11,4,Fri,0,NA
2022-11-05T00:00:00Z,2022,11,5,Sat,1,NA
2022-11-06T00:00:00Z,2022,11,6,Sun,1,NA
2022-11-07T00:00:00Z,2022,11,7,Mon,0,NA
2022-11-08T00:00:00Z,2022,11,8,Tue,0,NA
2022-11-09T00:00:00Z,2022,11,9,Wed,0,NA
2022-11-10T00:00:00Z,2022,11,10,Thu,0,NA
2022-11-11T00:00:00Z,2022,11,11,Fri,0,NA
2022-11-12T00:00:00Z,2022,11,12,Sat,1,NA
2022-11-13T00:00:00Z,2022,11,13,Sun,1,NA
2022-11-14T00:00:00Z,2022,11,14,Mon,0,NA
2022-11-15T00:00:00Z,2022,11,15,Tue,0,NA
2022-11-16T00:00:00Z,2022,11,16,Wed,0,NA
2022-11-17T00:00:00Z,2022,11,17,Thu,0,NA
2022-11-18T00:00:00Z,2022,11,18,Fri,0,NA
2022-11-19T00:00:00Z,2022,11,19,Sat,1,NA
2022-11-20T00:00:00Z,2022,11,20,Sun,1,NA
2022-11-21T00:00:00Z,2022,11,21,Mon,0,NA
2022-11-22T00:00:00Z,2022,11,22,Tue,0,NA
2022-11-23T00:00:00Z,2022,11,23,Wed,1,勤労感謝の日
2022-11-24T00:00:00Z,2022,11,24,Thu,0,NA
2022-11-25T00:00:00Z,2022,11,25,Fri,0,NA
2022-11-26T00:00:00Z,2022,11,26,Sat,1,NA
2022-11-27T00:00:00Z,2022,11,27,Sun,1,NA
2022-11-28T00:00:00Z,2022,11,28,Mon,0,NA
2022-11-29T00:00:00Z,2022,11,29,Tue,0,NA
2022-11-30T00:00:00Z,2022,11,30,Wed,0,NA
2022-12-01T00:00:00Z,2022,12,1,Thu,0,NA
2022-12-02T00:00:00Z,2022,12,2,Fri,0,NA
2022-12-03T00:00:00Z,2022,12,3,Sat,1,NA
2022-12-04T00:00:00Z,2022,12,4,Sun,1,NA
2022-12-05T00:00:00Z,2022,12,5,Mon,0,NA
2022-12-06T00:00:00Z,2022,12,6,Tue,0,NA
2022-12-07T00:00:00Z,2022,12,7,Wed,0,NA
2022-12-08T00:00:00Z,2022,12,8,Thu,0,NA
2022-12-09T00:00:00Z,2022,12,9,Fri,0,NA
2022-12-10T00:00:00Z,2022,12,10,Sat,1,NA
2022-12-11T00:00:00Z,2022,12,11,Sun,1,NA
2022-12-12T00:00:00Z,2022,12,12,Mon,0,NA
2022-12-13T00:00:00Z,2022,12,13,Tue,0,NA
2022-12-14T00:00:00Z,2022,12,14,Wed,0,NA
2022-12-15T00:00:00Z,2022,12,15,Thu,0,NA
2022-12-16T00:00:00Z,2022,12,16,Fri,0,NA
2022-12-17T00:00:00Z,2022,12,17,Sat,1,NA
2022-12-18T00:00:00Z,2022,12,18,Sun,1,NA
2022-12-19T00:00:00Z,2022,12,19,Mon,0,NA
2022-12-20T00:00:00Z,2022,12,20,Tue,0,NA
2022-12-21T00:00:00Z,2022,12,21,Wed,0,NA
2022-12-22T00:00:00Z,2022,12,22,Thu,0,NA
2022-12-23T00:00:00Z,2022,12,23,Fri,0,NA
2022-12-24T00:00:00Z,2022,12,24,Sat,1,NA
2022-12-25T00:00:00Z,2022,12,25,Sun,1,NA
2022-12-26T00:00:00Z,2022,12,26,Mon,0,NA
2022-12-27T00:00:00Z,2022,12,27,Tue,0,NA
2022-12-28T00:00:00Z,2022,12,28,Wed,0,NA
2022-12-29T00:00:00Z,2022,12,29,Thu,0,NA
2022-12-30T00:00:00Z,2022,12,30,Fri,0,NA
2022-12-31T00:00:00Z,2022,12,31,Sat,1,NA
